Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
DRR898376_1_paired	(1, 38.80796686348815)	(2, 39.318800438127134)	(3, 39.324997796774475)	(4, 39.26747157839076)	(5, 39.02578718100442)	(6, 39.13409145274396)	(7, 39.15011204975513)	(8, 38.93800123380629)	(9, 38.98154955998439)	(10, 38.95666821941607)	(15, 39.13812052273099)	(20, 39.50602047111256)	(25, 39.373459315867)	(30, 39.36413085900615)	(35, 39.401223407582165)	(40, 39.45375164683677)	(45, 39.36534594326902)	(50, 39.43868015999313)	(55, 39.41693971834063)	(60, 39.45893020523423)	(65, 39.44984390263447)	(70, 39.426562747256035)	(75, 39.39999808953506)	(80, 39.399495882388635)	(85, 39.35003272190428)	(90, 39.34352379290467)	(95, 39.302585558638135)	(100, 39.28193678906648)	(105, 39.22793106685573)	(110, 39.273593615645105)	(115, 39.23608061411342)	(120, 39.20244330064356)	(125, 39.200673023058364)	(130, 39.18879687551477)	(135, 39.14133437307011)	(140, 39.13689496204157)	(145, 39.035278087986384)	(150, 39.13811912245298)
DRR898376_2_paired	(1, 38.51016316458724)	(2, 39.139926852912666)	(3, 39.19116443616311)	(4, 39.33665600725176)	(5, 39.36857759760289)	(6, 39.36408301753767)	(7, 39.3411631771771)	(8, 39.40143398506843)	(9, 39.363867416183005)	(10, 39.36937012929786)	(15, 39.388319127774494)	(20, 39.39804668320134)	(25, 39.28861561898047)	(30, 39.289887509599765)	(35, 39.29610518683384)	(40, 39.164108032474225)	(45, 39.32344536741225)	(50, 39.31758980446981)	(55, 39.36290119698102)	(60, 39.26825593509708)	(65, 39.32042313664938)	(70, 39.32801266887127)	(75, 39.32384017306098)	(80, 39.29851297607442)	(85, 39.293202842722465)	(90, 39.273482755255245)	(95, 39.233560262115056)	(100, 39.176552773360726)	(105, 39.20663450977816)	(110, 39.16052108460817)	(115, 39.173419084485474)	(120, 39.10867602129514)	(125, 39.091640264715)	(130, 39.03500094068069)	(135, 38.98627718209129)	(140, 39.047370800777244)	(145, 39.07633780752313)	(150, 39.19192420393861)
DRR898377_1_paired	(1, 38.78414367256167)	(2, 39.27679731662958)	(3, 39.277375584004155)	(4, 39.24791672949806)	(5, 39.00643437189804)	(6, 39.1020989401054)	(7, 39.09140951689105)	(8, 38.886986099291526)	(9, 38.91247706927276)	(10, 38.90665768013816)	(15, 39.10528137756138)	(20, 39.47773618157333)	(25, 39.333982846045814)	(30, 39.32333092497866)	(35, 39.365974122964516)	(40, 39.41677196835707)	(45, 39.330559967257805)	(50, 39.40483144033843)	(55, 39.38394532837016)	(60, 39.42726031718903)	(65, 39.423132063274466)	(70, 39.3928818888272)	(75, 39.36620045249428)	(80, 39.36535212032539)	(85, 39.308507546759294)	(90, 39.30524905960638)	(95, 39.262749387445616)	(100, 39.242273250742855)	(105, 39.19083814776461)	(110, 39.23573218032788)	(115, 39.193308108174094)	(120, 39.16616898895316)	(125, 39.16146489128531)	(130, 39.14873942000598)	(135, 39.10143476590398)	(140, 39.097438455622274)	(145, 38.98684023876546)	(150, 39.10703156846334)
DRR898377_2_paired	(1, 38.48435989997679)	(2, 39.031622439921165)	(3, 39.057129145069055)	(4, 39.27200989217477)	(5, 39.313485168949796)	(6, 39.302182074235894)	(7, 39.26128637609933)	(8, 39.34452278517695)	(9, 39.29459510138037)	(10, 39.31268477347261)	(15, 39.33199129845285)	(20, 39.34612672316466)	(25, 39.219352419216314)	(30, 39.21908911742762)	(35, 39.23058431735399)	(40, 39.09466862840894)	(45, 39.260927920497046)	(50, 39.25440556583057)	(55, 39.30496084757)	(60, 39.206194141483124)	(65, 39.26077741811864)	(70, 39.26742046253486)	(75, 39.26748235788482)	(80, 39.23724454280347)	(85, 39.2361430826428)	(90, 39.215702119460936)	(95, 39.1740592749038)	(100, 39.11375464463386)	(105, 39.14352212820371)	(110, 39.09730247516181)	(115, 39.1065584151565)	(120, 39.04220795936154)	(125, 39.02196094218628)	(130, 38.96220556764125)	(135, 38.91407549693388)	(140, 38.98096844284905)	(145, 39.018362520278174)	(150, 39.14942732228342)
DRR898379_1_paired	(1, 38.70367879615864)	(2, 39.23489702659999)	(3, 39.315993701587466)	(4, 39.361160006491644)	(5, 39.32172002459876)	(6, 39.27869009954032)	(7, 39.274878159586926)	(8, 39.24581449210229)	(9, 39.245823176573204)	(10, 39.22665416102855)	(15, 39.47431334330962)	(20, 39.52136168161753)	(25, 39.36196972484883)	(30, 39.34548877016494)	(35, 39.42061170331239)	(40, 39.424269076340934)	(45, 39.431288559761136)	(50, 39.43675952274143)	(55, 39.41521815323783)	(60, 39.39307324100163)	(65, 39.39552381951999)	(70, 39.405080923022)	(75, 39.36034918746908)	(80, 39.36799966132305)	(85, 39.36703482893709)	(90, 39.32059620548641)	(95, 39.31925088045635)	(100, 39.314750647154675)	(105, 39.28227937193658)	(110, 39.22395154938495)	(115, 39.22790728800802)	(120, 39.19853490254559)	(125, 39.17006486026416)	(130, 39.094397341823324)	(135, 39.01476281020557)	(140, 39.02486477361016)	(145, 39.00048209052885)	(150, 39.07759410719034)
DRR898379_2_paired	(1, 38.01918888127189)	(2, 38.90390035872293)	(3, 39.028704890279855)	(4, 39.17448676133826)	(5, 39.20209143770873)	(6, 39.18186964717709)	(7, 39.25240057773443)	(8, 39.29898190861874)	(9, 39.33502029180908)	(10, 39.381349555925006)	(15, 39.41739423535676)	(20, 39.48869200469612)	(25, 39.28403853951082)	(30, 39.25327184727924)	(35, 39.31845075957473)	(40, 39.34575545263186)	(45, 39.322011862716785)	(50, 39.34905850176296)	(55, 39.369877067077674)	(60, 39.36722867043623)	(65, 39.35450428285612)	(70, 39.36324854288604)	(75, 39.35028247789702)	(80, 39.33682714750311)	(85, 39.354131494047955)	(90, 39.313735999229245)	(95, 39.270034447967376)	(100, 39.27385932648974)	(105, 39.266182250659874)	(110, 39.27854133760478)	(115, 39.248366936663594)	(120, 39.23115779695861)	(125, 39.20667046902365)	(130, 39.15864294374712)	(135, 39.116307468364724)	(140, 39.111611080365066)	(145, 39.06034434588319)	(150, 39.087027501033496)
DRR898407_1_paired	(1, 38.65581768189145)	(2, 39.202318410232984)	(3, 39.1999125128214)	(4, 39.12577251609678)	(5, 38.85033443374678)	(6, 38.960770835308615)	(7, 38.98645241645621)	(8, 38.74696165217166)	(9, 38.81351870846514)	(10, 38.77670039735556)	(15, 38.993104889800634)	(20, 39.384867734900915)	(25, 39.202515148642014)	(30, 39.18212029271572)	(35, 39.23120680308324)	(40, 39.29115281247861)	(45, 39.200721588972876)	(50, 39.283314387027886)	(55, 39.26193783916521)	(60, 39.31085050219761)	(65, 39.30555067542368)	(70, 39.28221337103154)	(75, 39.25137914666388)	(80, 39.25054702655976)	(85, 39.19351581131967)	(90, 39.193582077113355)	(95, 39.148471727551986)	(100, 39.12620694401531)	(105, 39.07254754285259)	(110, 39.12283473774121)	(115, 39.08101659459048)	(120, 39.050452800967925)	(125, 39.04812469229066)	(130, 39.03843037336172)	(135, 38.99036095013089)	(140, 38.98990903165331)	(145, 38.87225738765212)	(150, 39.025207577357726)
DRR898407_2_paired	(1, 38.26692639871743)	(2, 38.954318117172484)	(3, 38.99738615892498)	(4, 39.16992552815535)	(5, 39.190433298568315)	(6, 39.19234681124318)	(7, 39.17317289707543)	(8, 39.24110475188981)	(9, 39.21399450080592)	(10, 39.21708672004964)	(15, 39.24340872458347)	(20, 39.25995242076592)	(25, 39.10731983243834)	(30, 39.107612030995455)	(35, 39.119678997123216)	(40, 38.97587095535507)	(45, 39.15559655424883)	(50, 39.15443659897322)	(55, 39.208529045441686)	(60, 39.1085083423673)	(65, 39.16738873356799)	(70, 39.1768205863237)	(75, 39.17870151441681)	(80, 39.148925623430294)	(85, 39.14876680326837)	(90, 39.12543630193234)	(95, 39.08420512518455)	(100, 39.022340670805576)	(105, 39.05760230551211)	(110, 39.00938050095551)	(115, 39.02411236775082)	(120, 38.95297090170148)	(125, 38.937284700197765)	(130, 38.870837686160975)	(135, 38.818126299047435)	(140, 38.89390665280012)	(145, 38.9310615185796)	(150, 39.08537764818671)
DRR898409_1_paired	(1, 38.800286439106706)	(2, 39.28543805014165)	(3, 39.361219512646436)	(4, 39.40003589740743)	(5, 39.405564838304386)	(6, 39.35634283134325)	(7, 39.371256908863145)	(8, 39.387888140717834)	(9, 39.38826191784675)	(10, 39.395728948668555)	(15, 39.568295557788346)	(20, 39.60917493324747)	(25, 39.48708285454703)	(30, 39.46552535115622)	(35, 39.505521057463326)	(40, 39.52045765691005)	(45, 39.52772464112053)	(50, 39.533732326912585)	(55, 39.52882746473427)	(60, 39.52848218803618)	(65, 39.52821470500926)	(70, 39.5198918872015)	(75, 39.51040209886511)	(80, 39.49470365859807)	(85, 39.484588832573706)	(90, 39.46157508514044)	(95, 39.42955955180069)	(100, 39.4242500685288)	(105, 39.40048385934221)	(110, 39.37626206924095)	(115, 39.35528749455178)	(120, 39.32905850228836)	(125, 39.29445212579807)	(130, 39.25595409451871)	(135, 39.21536924529512)	(140, 39.203677922694)	(145, 39.16494816190419)	(150, 39.19281539231699)
DRR898409_2_paired	(1, 38.47221744206917)	(2, 39.222232707719236)	(3, 39.31119166439995)	(4, 39.34885988723773)	(5, 39.42052517536994)	(6, 39.4432423130513)	(7, 39.466499762225936)	(8, 39.476116196577166)	(9, 39.4995216762979)	(10, 39.53733219349812)	(15, 39.58437093494242)	(20, 39.60425143728408)	(25, 39.47600665397305)	(30, 39.45144135492359)	(35, 39.48116847879561)	(40, 39.497138440753815)	(45, 39.51099076220121)	(50, 39.52321419618878)	(55, 39.52730103839059)	(60, 39.53423796523756)	(65, 39.53373609593585)	(70, 39.53148855420132)	(75, 39.52093451761556)	(80, 39.50745002248378)	(85, 39.5035211784421)	(90, 39.48671200490746)	(95, 39.48226695600242)	(100, 39.46022436935228)	(105, 39.44601844645079)	(110, 39.405551423837885)	(115, 39.390075560367265)	(120, 39.36793527111791)	(125, 39.340589925954966)	(130, 39.30325422468214)	(135, 39.27571790287518)	(140, 39.240154743998275)	(145, 39.23043144183618)	(150, 39.2526407404259)
DRR898410_1_paired	(1, 38.731500954510956)	(2, 39.231828320733754)	(3, 39.29036278075548)	(4, 39.37162095153339)	(5, 39.38522502176694)	(6, 39.341445705366596)	(7, 39.32541486801541)	(8, 39.33426196099621)	(9, 39.326257720099385)	(10, 39.34692928580415)	(15, 39.53976204649432)	(20, 39.583361662264124)	(25, 39.436767614692926)	(30, 39.413607066829556)	(35, 39.45791674296338)	(40, 39.47839225313362)	(45, 39.483210344657266)	(50, 39.49342199672925)	(55, 39.48671137720758)	(60, 39.48794848133212)	(65, 39.48383233570657)	(70, 39.4772908046535)	(75, 39.46479827954361)	(80, 39.44520445569485)	(85, 39.43392424762807)	(90, 39.40645380202118)	(95, 39.37282943642286)	(100, 39.36293148136719)	(105, 39.335369218929856)	(110, 39.308248225744954)	(115, 39.28413025249418)	(120, 39.25617086348924)	(125, 39.21891225089631)	(130, 39.18148330576012)	(135, 39.13782441552894)	(140, 39.132828829971594)	(145, 39.097452299158235)	(150, 39.14048781214032)
DRR898410_2_paired	(1, 37.86664672106995)	(2, 38.73472633824767)	(3, 38.86995130055834)	(4, 39.054635317833004)	(5, 39.14944904252812)	(6, 39.173886996461874)	(7, 39.20328503026681)	(8, 39.2265747647137)	(9, 39.25561606089844)	(10, 39.32951278440609)	(15, 39.39333961350095)	(20, 39.43249855937457)	(25, 39.207960100561955)	(30, 39.17562597344778)	(35, 39.22990818749802)	(40, 39.26786310134898)	(45, 39.30082500850712)	(50, 39.329680687333735)	(55, 39.34377877115021)	(60, 39.35947319970048)	(65, 39.36629769132071)	(70, 39.37174895341871)	(75, 39.36082371115405)	(80, 39.35056802122165)	(85, 39.342283322879275)	(90, 39.327119756763764)	(95, 39.321341647856784)	(100, 39.29504033979816)	(105, 39.276765265881565)	(110, 39.23053733772409)	(115, 39.207839543397505)	(120, 39.18276640205512)	(125, 39.148292613895265)	(130, 39.104719379511025)	(135, 39.069886325684614)	(140, 39.029410336558726)	(145, 39.02680123108234)	(150, 39.102124247610035)
DRR898411_1_paired	(1, 31.452612049566905)	(2, 31.661688719521592)	(3, 35.609860978391545)	(4, 36.265623555069205)	(5, 36.45743811843038)	(6, 39.977741322708916)	(7, 40.054407424247096)	(8, 40.122349033630286)	(9, 40.138300106346904)	(10, 40.18376071175365)	(15, 40.18187575136402)	(20, 40.11811943219999)	(25, 40.03977566967726)	(30, 39.999794241854445)	(35, 39.98272435192967)	(40, 39.97600022943659)	(45, 39.95146601812943)	(50, 39.9424315279591)	(55, 39.853320601938705)	(60, 39.89268429091031)	(65, 39.848700094043)	(70, 39.82755089768518)	(75, 39.621539573080476)	(80, 39.895721644800616)	(85, 39.85259634581005)	(90, 39.82345454655532)	(95, 39.79637751831412)	(100, 39.74583806634848)	(105, 39.746845897265096)	(110, 39.70207404071529)	(115, 39.63186600989349)	(120, 39.56884925580145)	(125, 39.54460890540564)	(130, 39.44548686141946)	(135, 39.374982155596655)	(140, 39.29669579227933)	(145, 39.17712564328978)	(150, 38.744910820219914)
DRR898411_2_paired	(1, 31.384888143090535)	(2, 31.434275877747297)	(3, 35.074571915169074)	(4, 35.827544619463026)	(5, 36.01429036558676)	(6, 39.31828068647699)	(7, 39.44056806972658)	(8, 39.57150577201689)	(9, 39.638748034894114)	(10, 39.61957168398015)	(15, 39.52329671557597)	(20, 39.451618515150585)	(25, 39.39973991245646)	(30, 39.392381554206096)	(35, 39.245851351764955)	(40, 39.229857594182704)	(45, 39.240226377049915)	(50, 39.19544748137346)	(55, 39.1696471319425)	(60, 39.13628552930311)	(65, 39.08486328932721)	(70, 39.01616121806616)	(75, 38.71536007253711)	(80, 39.10687310104389)	(85, 39.081258891720275)	(90, 39.074666564033066)	(95, 39.0406347999306)	(100, 39.002149867760714)	(105, 38.89011093025225)	(110, 38.78196834729979)	(115, 38.746373345217414)	(120, 38.678019078491026)	(125, 38.477178337316076)	(130, 38.34439832752447)	(135, 38.23211307344544)	(140, 38.03223076235143)	(145, 37.896687040283915)	(150, 37.31490492912352)
DRR898421_1_paired	(1, 38.8553596818779)	(2, 39.284248573119484)	(3, 39.350934790687134)	(4, 39.373150825319755)	(5, 39.37893351599662)	(6, 39.35328725108333)	(7, 39.386132764733844)	(8, 39.40510066773032)	(9, 39.409752652870225)	(10, 39.450720824779815)	(15, 39.5812963517807)	(20, 39.59367164861738)	(25, 39.47789438913845)	(30, 39.47224234365191)	(35, 39.48440412357458)	(40, 39.48282602275195)	(45, 39.484128438663284)	(50, 39.48578463881518)	(55, 39.46118507333845)	(60, 39.47764057266495)	(65, 39.46779754410473)	(70, 39.45748788774165)	(75, 39.43947222224785)	(80, 39.43317958821449)	(85, 39.41654686777507)	(90, 39.39951204164208)	(95, 39.38198706010733)	(100, 39.3737871574112)	(105, 39.32683549126418)	(110, 39.32218173349171)	(115, 39.30327357888375)	(120, 39.26477777675044)	(125, 39.228099735081045)	(130, 39.20917077080881)	(135, 39.16937740903843)	(140, 39.13642541935927)	(145, 39.06774384992523)	(150, 39.11280432429355)
DRR898421_2_paired	(1, 38.38525191547659)	(2, 39.2228474510954)	(3, 39.35654596984997)	(4, 39.38030984296109)	(5, 39.34605094738937)	(6, 39.36743165742587)	(7, 39.482501061359834)	(8, 39.51590769292663)	(9, 39.54204308326884)	(10, 39.58627569099554)	(15, 39.59753192813879)	(20, 39.63291094211698)	(25, 39.502826869713715)	(30, 39.51544418835353)	(35, 39.53912260490419)	(40, 39.54103280921315)	(45, 39.538548054763496)	(50, 39.53245089910889)	(55, 39.54129466971982)	(60, 39.55781893599364)	(65, 39.534583659610014)	(70, 39.54403842509051)	(75, 39.5501887146935)	(80, 39.537959040432426)	(85, 39.52665344368639)	(90, 39.518446917111156)	(95, 39.5041385902645)	(100, 39.47712798564793)	(105, 39.468618624913496)	(110, 39.45092686308488)	(115, 39.42925762549589)	(120, 39.405203496630136)	(125, 39.38172080733888)	(130, 39.35492955760308)	(135, 39.281269083382696)	(140, 39.28671230260358)	(145, 39.24673012511495)	(150, 39.29618390171008)
DRR898438_1_paired	(1, 38.82018997725417)	(2, 39.34817177403568)	(3, 39.448763722649915)	(4, 39.4864217128095)	(5, 39.47675575792275)	(6, 39.45901613831956)	(7, 39.4556398934214)	(8, 39.46868864584076)	(9, 39.449676996075794)	(10, 39.42822825774461)	(15, 39.63612631185789)	(20, 39.711139888097385)	(25, 39.60851711425255)	(30, 39.60192696597462)	(35, 39.65097674463263)	(40, 39.6429001524349)	(45, 39.668588695992)	(50, 39.655020976689855)	(55, 39.69404358692889)	(60, 39.7009567370883)	(65, 39.69016487337903)	(70, 39.67123889261029)	(75, 39.685194113941705)	(80, 39.68984425454107)	(85, 39.6765328116463)	(90, 39.66836656889659)	(95, 39.661676034524085)	(100, 39.66244959027746)	(105, 39.64927750414769)	(110, 39.58841412036092)	(115, 39.623312116928716)	(120, 39.62687501889391)	(125, 39.60908013357248)	(130, 39.591139488360994)	(135, 39.562361986688)	(140, 39.51083300936217)	(145, 39.49184731087114)	(150, 39.54505570707944)
DRR898438_2_paired	(1, 38.04091628763772)	(2, 38.979667175314916)	(3, 39.16031102079397)	(4, 39.31519891750479)	(5, 39.368054105102615)	(6, 39.388796469440564)	(7, 39.44283440755584)	(8, 39.445205642145886)	(9, 39.46420254848335)	(10, 39.52371685083665)	(15, 39.54927441859703)	(20, 39.55042473357398)	(25, 39.39395961775207)	(30, 39.36423834224901)	(35, 39.416364261524414)	(40, 39.454982894179786)	(45, 39.46161977987901)	(50, 39.503013374160616)	(55, 39.51621037381219)	(60, 39.54133319739878)	(65, 39.55295161323873)	(70, 39.53203327289141)	(75, 39.54157114832122)	(80, 39.54009879644967)	(85, 39.54594576825922)	(90, 39.554785560648135)	(95, 39.552585638706645)	(100, 39.54709649117681)	(105, 39.50753097463299)	(110, 39.491692743027)	(115, 39.48356116509056)	(120, 39.47217868660943)	(125, 39.4343220557661)	(130, 39.4731905875891)	(135, 39.4261095973537)	(140, 39.411677562642666)	(145, 39.32553680568431)	(150, 39.37569533636247)
