Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
DRR898355_1_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 8.947223193493007e-06)	(13.0, 2.684166958047902e-05)	(14.0, 2.684166958047902e-05)	(15.0, 1.7894446386986015e-05)	(16.0, 3.578889277397203e-05)	(17.0, 8.052500874143705e-05)	(18.0, 0.00020578613345033917)	(19.0, 0.0004920972756421154)	(20.0, 0.0008320917569948496)	(21.0, 0.0014315557109588811)	(22.0, 0.002272594691147224)	(23.0, 0.003677308732525626)	(24.0, 0.007032517430085503)	(25.0, 0.011184028991866258)	(26.0, 0.015881321168450088)	(27.0, 0.022359110760539022)	(28.0, 0.031852114568835105)	(29.0, 0.04470927429788456)	(30.0, 0.06126163720584661)	(31.0, 0.08388021743899694)	(32.0, 0.10800193116865409)	(33.0, 0.1354788535958711)	(34.0, 0.16693729034419252)	(35.0, 0.20414879160592994)	(36.0, 0.2488222770110405)	(37.0, 0.2978709545577692)	(38.0, 0.35309321610800803)	(39.0, 0.4170927036110635)	(40.0, 0.486827361181148)	(41.0, 0.5620377193456502)	(42.0, 0.6507673317555204)	(43.0, 0.7641107551706897)	(44.0, 0.9056468788685555)	(45.0, 1.0547523533881167)	(46.0, 1.2384656872201085)	(47.0, 1.4670672398138547)	(48.0, 1.70232552646356)	(49.0, 1.9803604872013552)	(50.0, 2.3232628160919746)	(51.0, 2.691709467200017)	(52.0, 3.095041341539488)	(53.0, 3.4871802396638993)	(54.0, 3.8978756786916153)	(55.0, 4.353289339240409)	(56.0, 4.756809105266944)	(57.0, 5.081664884976289)	(58.0, 5.323141491745471)	(59.0, 5.481051033887429)	(60.0, 5.55582297811545)	(61.0, 5.523621921842069)	(62.0, 5.334746040227431)	(63.0, 5.032329896287368)	(64.0, 4.619191865327828)	(65.0, 4.108368051541731)	(66.0, 3.5984210656285978)	(67.0, 3.0871767323524075)	(68.0, 2.5525980409875872)	(69.0, 2.0391526908057975)	(70.0, 1.5666229922878514)	(71.0, 1.1449850992944937)	(72.0, 0.8125689159866479)	(73.0, 0.5583783050595116)	(74.0, 0.3690908511779735)	(75.0, 0.23675247292301846)	(76.0, 0.1450881713056826)	(77.0, 0.08513282868608596)	(78.0, 0.04984498041094954)	(79.0, 0.028076386381181054)	(80.0, 0.0141992432080734)	(81.0, 0.007649875830436521)	(82.0, 0.003766780964460556)	(83.0, 0.0016105001748287413)	(84.0, 0.0008947223193493007)	(85.0, 0.0006620945163184826)	(86.0, 0.00037578337412670626)	(87.0, 0.0001342083479023951)	(88.0, 5.368333916095804e-05)	(89.0, 2.684166958047902e-05)	(90.0, 5.368333916095804e-05)	(91.0, 6.263056235445105e-05)	(92.0, 4.4736115967465035e-05)	(93.0, 1.7894446386986015e-05)	(94.0, 2.684166958047902e-05)	(95.0, 7.157778554794406e-05)	(96.0, 7.157778554794406e-05)	(97.0, 5.368333916095804e-05)	(98.0, 4.4736115967465035e-05)	(99.0, 4.4736115967465035e-05)	(100.0, 6.263056235445105e-05)
DRR898355_2_paired	(0.0, 1.7883981603821163e-05)	(1.0, 8.941990801910582e-06)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 8.941990801910582e-06)	(10.0, 1.7883981603821163e-05)	(11.0, 8.941990801910582e-06)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 3.576796320764233e-05)	(16.0, 8.047791721719523e-05)	(17.0, 0.0001520138436324799)	(18.0, 0.00029508569646304923)	(19.0, 0.0005007514849069926)	(20.0, 0.0008941990801910581)	(21.0, 0.0013144726478808554)	(22.0, 0.0021460777924585395)	(23.0, 0.0040238958608597615)	(24.0, 0.007037346761103628)	(25.0, 0.011561994106870381)	(26.0, 0.016390669139902093)	(27.0, 0.022506990848408934)	(28.0, 0.03286181619702139)	(29.0, 0.04654306212394457)	(30.0, 0.0628800793190352)	(31.0, 0.08510092646178301)	(32.0, 0.10947679338779125)	(33.0, 0.1335218066541288)	(34.0, 0.16506020821246742)	(35.0, 0.20591616418639686)	(36.0, 0.24977662906976827)	(37.0, 0.29885027459065355)	(38.0, 0.3504366195268757)	(39.0, 0.4123509638393046)	(40.0, 0.4847989733163841)	(41.0, 0.5614676024519655)	(42.0, 0.6485536508717726)	(43.0, 0.7634582326763235)	(44.0, 0.9127268851326168)	(45.0, 1.0719569153422386)	(46.0, 1.2519591901846987)	(47.0, 1.4588321473869)	(48.0, 1.6853417163900968)	(49.0, 1.976439284955494)	(50.0, 2.321001016525514)	(51.0, 2.683634511506196)	(52.0, 3.089064374464822)	(53.0, 3.49104262897391)	(54.0, 3.910001724015827)	(55.0, 4.358254780924802)	(56.0, 4.747204554835506)	(57.0, 5.079551526970117)	(58.0, 5.3352209279783445)	(59.0, 5.482692240283454)	(60.0, 5.539455997893982)	(61.0, 5.502570285836101)	(62.0, 5.3093696325700215)	(63.0, 4.983773863490852)	(64.0, 4.562650806674874)	(65.0, 4.065458234107043)	(66.0, 3.559860190185414)	(67.0, 3.045838790928386)	(68.0, 2.5210870027090655)	(69.0, 2.0079955704954364)	(70.0, 1.532424731686624)	(71.0, 1.1202883756265654)	(72.0, 0.7941918550624902)	(73.0, 0.5460247843370658)	(74.0, 0.36213274349577473)	(75.0, 0.23049769690084904)	(76.0, 0.13985273614188148)	(77.0, 0.08211430153394486)	(78.0, 0.048608661999185926)	(79.0, 0.028238806952433616)	(80.0, 0.015111964455228884)	(81.0, 0.008637963114645621)	(82.0, 0.004739255125012608)	(83.0, 0.002673655249771264)	(84.0, 0.0020655998752413442)	(85.0, 0.0016274423259477258)	(86.0, 0.0014128345467018719)	(87.0, 0.0014396605191076036)	(88.0, 0.0013502406110884977)	(89.0, 0.0012518787122674814)	(90.0, 0.001368124592692319)	(91.0, 0.001752630197174474)	(92.0, 0.002253381682081467)	(93.0, 0.0028524950658094755)	(94.0, 0.003639390256377607)	(95.0, 0.0048912689686450884)	(96.0, 0.008181921583748182)	(97.0, 0.013913737687772865)	(98.0, 0.02112098227411279)	(99.0, 0.07119613076481206)	(100.0, 0.31310380792889897)
DRR898359_1_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 6.000231008893842e-05)	(16.0, 0.00015000577522234604)	(17.0, 9.000346513340763e-05)	(18.0, 0.00039001501557809975)	(19.0, 0.0009600369614230147)	(20.0, 0.001680064682490276)	(21.0, 0.002580099333824352)	(22.0, 0.003840147845692059)	(23.0, 0.006780261040050042)	(24.0, 0.010350398490341878)	(25.0, 0.0156906040882574)	(26.0, 0.021900843182462524)	(27.0, 0.028711105377557035)	(28.0, 0.04143159511641198)	(29.0, 0.05724220382484726)	(30.0, 0.07485288183595068)	(31.0, 0.09906381395683735)	(32.0, 0.12645486851243773)	(33.0, 0.1555259877505284)	(34.0, 0.18471711160879695)	(35.0, 0.21870842027418058)	(36.0, 0.2641901713215959)	(37.0, 0.3167221938044615)	(38.0, 0.37432441148984236)	(39.0, 0.4359767851062266)	(40.0, 0.4992792222500566)	(41.0, 0.5786022761876332)	(42.0, 0.6740359503840898)	(43.0, 0.783840177846847)	(44.0, 0.9190253824772253)	(45.0, 1.0704412119866615)	(46.0, 1.238507682545778)	(47.0, 1.435885281583341)	(48.0, 1.683964832646057)	(49.0, 1.9740760019260741)	(50.0, 2.2895381472186678)	(51.0, 2.6453218448910283)	(52.0, 3.0573577082717684)	(53.0, 3.457393109634721)	(54.0, 3.868528938364127)	(55.0, 4.333576842708444)	(56.0, 4.761603321727886)	(57.0, 5.108206665956639)	(58.0, 5.349295947893993)	(59.0, 5.521892592864825)	(60.0, 5.5798848255657845)	(61.0, 5.527502808858141)	(62.0, 5.347585882056459)	(63.0, 5.041634102912962)	(64.0, 4.631458311144979)	(65.0, 4.104788034339322)	(66.0, 3.582797937720602)	(67.0, 3.0620978907687944)	(68.0, 2.525677238573685)	(69.0, 2.0178776882909992)	(70.0, 1.5405293103784494)	(71.0, 1.1160129664992102)	(72.0, 0.7929305278253214)	(73.0, 0.5513012250971662)	(74.0, 0.3604338767042531)	(75.0, 0.2218885427088943)	(76.0, 0.1308650383039747)	(77.0, 0.07410285295983896)	(78.0, 0.044971731411659346)	(79.0, 0.026251010663910564)	(80.0, 0.012390477033365785)	(81.0, 0.006810262195094511)	(82.0, 0.0036001386053363055)	(83.0, 0.0011700450467342994)	(84.0, 0.0003300127054891613)	(85.0, 0.000420016170622569)	(86.0, 0.00048001848071150735)	(87.0, 0.0002100080853112845)	(88.0, 0.00015000577522234604)	(89.0, 0.00012000462017787684)	(90.0, 6.000231008893842e-05)	(91.0, 3.000115504446921e-05)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 6.000231008893842e-05)	(95.0, 0.00012000462017787684)	(96.0, 6.000231008893842e-05)	(97.0, 0.0)	(98.0, 0.00015000577522234604)	(99.0, 0.0003000115504446921)	(100.0, 0.00018000693026681526)
DRR898359_2_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 8.998340705973818e-05)	(16.0, 0.00017996681411947636)	(17.0, 0.00029994469019912725)	(18.0, 0.0004199225662787782)	(19.0, 0.00065987831843808)	(20.0, 0.0013797455749159856)	(21.0, 0.0020096294243341526)	(22.0, 0.003509352875329789)	(23.0, 0.006568788715360888)	(24.0, 0.009778196900491549)	(25.0, 0.014607306412697498)	(26.0, 0.021715995570416816)	(27.0, 0.028734701321076396)	(28.0, 0.041092422557280434)	(29.0, 0.05246032631582736)	(30.0, 0.06760753317088329)	(31.0, 0.0925929258644706)	(32.0, 0.11643852873530121)	(33.0, 0.14082403204849026)	(34.0, 0.17138839597978134)	(35.0, 0.20690184729935798)	(36.0, 0.2505138052543111)	(37.0, 0.3030341205081783)	(38.0, 0.356754214522842)	(39.0, 0.41350374990851685)	(40.0, 0.47856175321270755)	(41.0, 0.5488087996573432)	(42.0, 0.6378023892394242)	(43.0, 0.7491118637723204)	(44.0, 0.8769182962661685)	(45.0, 1.0229313714551036)	(46.0, 1.2022683017251619)	(47.0, 1.4091701490245199)	(48.0, 1.6451066423351535)	(49.0, 1.9324836500149372)	(50.0, 2.2568738324652933)	(51.0, 2.6184571565003414)	(52.0, 3.0203830413671717)	(53.0, 3.435026581098445)	(54.0, 3.856508859766259)	(55.0, 4.297067620730737)	(56.0, 4.706132189224307)	(57.0, 5.045459617246579)	(58.0, 5.346544097268464)	(59.0, 5.529750314042091)	(60.0, 5.58161075097752)	(61.0, 5.5742921005366615)	(62.0, 5.42003054636725)	(63.0, 5.1112674822762685)	(64.0, 4.671638549851408)	(65.0, 4.1487149769582485)	(66.0, 3.620002471544247)	(67.0, 3.087300701750597)	(68.0, 2.5586781797436555)	(69.0, 2.042083439813698)	(70.0, 1.5570128868236697)	(71.0, 1.1439290594814315)	(72.0, 0.8186090484914582)	(73.0, 0.559186885938233)	(74.0, 0.36164331297308777)	(75.0, 0.227178108356819)	(76.0, 0.13701473448296134)	(77.0, 0.07915540374354968)	(78.0, 0.04847106193617897)	(79.0, 0.027564917029299797)	(80.0, 0.01382745021817977)	(81.0, 0.008128501104396349)	(82.0, 0.004139236724747956)	(83.0, 0.00230957411453328)	(84.0, 0.001889651548254502)	(85.0, 0.0014097400439358981)	(86.0, 0.001229773229816422)	(87.0, 0.001109795353736771)	(88.0, 0.0009298285396172945)	(89.0, 0.0008698396015774691)	(90.0, 0.0009598230086372073)	(91.0, 0.0012897621678562472)	(92.0, 0.001559712389035462)	(93.0, 0.0019196460172744147)	(94.0, 0.0025195353976726694)	(95.0, 0.0029994469019912727)	(96.0, 0.005039070795345339)	(97.0, 0.009148313051073382)	(98.0, 0.014037411501319156)	(99.0, 0.04508168693692883)	(100.0, 0.18578574110933943)
DRR898360_1_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 1.4977411816369143e-05)	(13.0, 2.9954823632738287e-05)	(14.0, 2.9954823632738287e-05)	(15.0, 1.4977411816369143e-05)	(16.0, 2.9954823632738287e-05)	(17.0, 0.00031452564814375195)	(18.0, 0.0006290512962875039)	(19.0, 0.001063396238962209)	(20.0, 0.0019021313006788811)	(21.0, 0.00331000801141758)	(22.0, 0.005571597195689321)	(23.0, 0.009196130855250654)	(24.0, 0.015157140758165573)	(25.0, 0.02269077890179925)	(26.0, 0.031242881048946035)	(27.0, 0.042565804382121104)	(28.0, 0.059265618557372696)	(29.0, 0.08260042616727582)	(30.0, 0.11009895426212957)	(31.0, 0.14301930543450894)	(32.0, 0.17610440813686837)	(33.0, 0.2081710468357147)	(34.0, 0.25130599286685784)	(35.0, 0.3038617309304972)	(36.0, 0.35854426147206087)	(37.0, 0.4201313788609708)	(38.0, 0.48755968685826473)	(39.0, 0.5565007134490119)	(40.0, 0.6323313494752889)	(41.0, 0.7108279648048795)	(42.0, 0.802459770297426)	(43.0, 0.9339015363978815)	(44.0, 1.091224270117023)	(45.0, 1.2526208598502169)	(46.0, 1.4311366312895206)	(47.0, 1.6450140720272721)	(48.0, 1.895316578302433)	(49.0, 2.1713353006663003)	(50.0, 2.498337132853088)	(51.0, 2.855758088438921)	(52.0, 3.2288753716083094)	(53.0, 3.6059466914972185)	(54.0, 3.984845255627725)	(55.0, 4.402340610009015)	(56.0, 4.76169365171916)	(57.0, 5.018196806486298)	(58.0, 5.212453837744605)	(59.0, 5.321489395767773)	(60.0, 5.325787912959071)	(61.0, 5.255888332012075)	(62.0, 5.069314713015566)	(63.0, 4.7412345071779995)	(64.0, 4.312985371112556)	(65.0, 3.8206928221203196)	(66.0, 3.3213608895743882)	(67.0, 2.818269626662549)	(68.0, 2.315432979751588)	(69.0, 1.8436744623595922)	(70.0, 1.3988153765897962)	(71.0, 1.0120087390202466)	(72.0, 0.718676128596657)	(73.0, 0.49215775228589004)	(74.0, 0.32506974606247585)	(75.0, 0.203273433171762)	(76.0, 0.11954970111825851)	(77.0, 0.07069338377326236)	(78.0, 0.04082842461142228)	(79.0, 0.02254100478363556)	(80.0, 0.011248036274093227)	(81.0, 0.005871145432016704)	(82.0, 0.0028756630687428756)	(83.0, 0.0014378315343714378)	(84.0, 0.000838735061716672)	(85.0, 0.0005092320017565508)	(86.0, 0.00038941270722559775)	(87.0, 0.0002546160008782754)	(88.0, 0.00016475152998006058)	(89.0, 0.00011981929453095315)	(90.0, 8.986447089821486e-05)	(91.0, 8.986447089821486e-05)	(92.0, 0.00014977411816369143)	(93.0, 0.00011981929453095315)	(94.0, 7.488705908184572e-05)	(95.0, 0.00013479670634732228)	(96.0, 0.00014977411816369143)	(97.0, 7.488705908184572e-05)	(98.0, 2.9954823632738287e-05)	(99.0, 4.493223544910743e-05)	(100.0, 4.493223544910743e-05)
DRR898360_2_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 7.482520831337995e-05)	(16.0, 0.0001496504166267599)	(17.0, 0.00017958049995211187)	(18.0, 0.0005986016665070396)	(19.0, 0.001272028541327459)	(20.0, 0.0019604204578105547)	(21.0, 0.0028583229575711135)	(22.0, 0.004938463748683076)	(23.0, 0.009188535580883056)	(24.0, 0.015683363662484438)	(25.0, 0.02331553491044919)	(26.0, 0.031770783449861124)	(27.0, 0.04154295565558855)	(28.0, 0.057450794943013125)	(29.0, 0.08031737860358203)	(30.0, 0.1045158509721291)	(31.0, 0.13770831337994444)	(32.0, 0.17161909778756823)	(33.0, 0.20478163011205824)	(34.0, 0.24575591418446507)	(35.0, 0.2908006895891198)	(36.0, 0.3443905037831625)	(37.0, 0.4086653577243559)	(38.0, 0.47129405708265487)	(39.0, 0.5387115697730103)	(40.0, 0.6156468489608274)	(41.0, 0.6899333157743511)	(42.0, 0.7855000718322)	(43.0, 0.9141844650895508)	(44.0, 1.06696257542381)	(45.0, 1.2246492194234269)	(46.0, 1.3942630016281965)	(47.0, 1.612378483861699)	(48.0, 1.8631177569198354)	(49.0, 2.1509852983430706)	(50.0, 2.4698155109663826)	(51.0, 2.809506991667465)	(52.0, 3.2080709462695145)	(53.0, 3.5902032851259458)	(54.0, 3.9624736615266736)	(55.0, 4.367457619002011)	(56.0, 4.73794715544488)	(57.0, 5.034419595824155)	(58.0, 5.2359538118954125)	(59.0, 5.326641964371229)	(60.0, 5.334483646202471)	(61.0, 5.284919428215688)	(62.0, 5.097841442390576)	(63.0, 4.7509218465664205)	(64.0, 4.302718848769275)	(65.0, 3.812119887941768)	(66.0, 3.3064810602432715)	(67.0, 2.797594818503975)	(68.0, 2.304302150177186)	(69.0, 1.83842543817642)	(70.0, 1.4043644047505028)	(71.0, 1.0123401733550426)	(72.0, 0.7076369600612968)	(73.0, 0.4845231539124605)	(74.0, 0.3174234987070204)	(75.0, 0.20156414615458287)	(76.0, 0.12193515946748396)	(77.0, 0.07072478689780673)	(78.0, 0.04094435398908151)	(79.0, 0.023076094243846376)	(80.0, 0.012989656163202759)	(81.0, 0.007916507039555598)	(82.0, 0.004594267790441528)	(83.0, 0.0031426587491619577)	(84.0, 0.00272363758260703)	(85.0, 0.0022597212910640744)	(86.0, 0.0019454554161478788)	(87.0, 0.0018855952494971745)	(88.0, 0.0018107700411837946)	(89.0, 0.0017509098745330906)	(90.0, 0.0019155253328225264)	(91.0, 0.0021699310410880183)	(92.0, 0.0023644765827028065)	(93.0, 0.00294811320754717)	(94.0, 0.004160281582223925)	(95.0, 0.0056717507901542)	(96.0, 0.009817067330715449)	(97.0, 0.01821245570347668)	(98.0, 0.028149243367493536)	(99.0, 0.08794954985154678)	(100.0, 0.3316253232448999)
DRR898362_1_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 2.923792802499258e-05)	(13.0, 5.847585604998516e-05)	(14.0, 2.923792802499258e-05)	(15.0, 5.847585604998516e-05)	(16.0, 8.771378407497775e-05)	(17.0, 0.0001754275681499555)	(18.0, 0.00038009306432490355)	(19.0, 0.0005847585604998516)	(20.0, 0.0009356136967997626)	(21.0, 0.001403420545199644)	(22.0, 0.0017835136095245474)	(23.0, 0.003479313434974117)	(24.0, 0.005467492540673613)	(25.0, 0.008011192278847968)	(26.0, 0.012484595266671833)	(27.0, 0.01777666023919549)	(28.0, 0.027045083423118135)	(29.0, 0.03871101670509018)	(30.0, 0.05157570503608692)	(31.0, 0.07066807203640707)	(32.0, 0.09318127661565136)	(33.0, 0.1139109675853711)	(34.0, 0.13738902378944015)	(35.0, 0.16934607912075703)	(36.0, 0.20747233726534736)	(37.0, 0.2494872398372617)	(38.0, 0.3008290414491487)	(39.0, 0.36234564201373304)	(40.0, 0.43055772809604076)	(41.0, 0.5026876965336975)	(42.0, 0.5845831329317016)	(43.0, 0.6833196158721017)	(44.0, 0.8105630786368693)	(45.0, 0.938245110322012)	(46.0, 1.1047843483523696)	(47.0, 1.3169347541017158)	(48.0, 1.5399909070043842)	(49.0, 1.820645778116288)	(50.0, 2.1393684315167323)	(51.0, 2.476832596781197)	(52.0, 2.8637380983359235)	(53.0, 3.278595059082543)	(54.0, 3.721842047941431)	(55.0, 4.185760251913988)	(56.0, 4.59196278596521)	(57.0, 4.9523494868012685)	(58.0, 5.2340276853940475)	(59.0, 5.467083209681263)	(60.0, 5.5789767602329094)	(61.0, 5.586227766383107)	(62.0, 5.485269200912808)	(63.0, 5.216543404435101)	(64.0, 4.855688896750642)	(65.0, 4.383905690139363)	(66.0, 3.864932467695744)	(67.0, 3.353999675458999)	(68.0, 2.830319146603357)	(69.0, 2.2953820154580926)	(70.0, 1.788425581432746)	(71.0, 1.3337465627160867)	(72.0, 0.973915382512503)	(73.0, 0.6912138564388496)	(74.0, 0.47055521363423064)	(75.0, 0.30799233381527186)	(76.0, 0.18896472882552706)	(77.0, 0.11104565063892183)	(78.0, 0.06651628625685813)	(79.0, 0.03990977175411487)	(80.0, 0.023828911340368953)	(81.0, 0.014677439868546275)	(82.0, 0.009385374896022617)	(83.0, 0.005028923620298723)	(84.0, 0.0019004653216245177)	(85.0, 0.0014326584732246364)	(86.0, 0.0010233274808747403)	(87.0, 0.0002923792802499258)	(88.0, 5.847585604998516e-05)	(89.0, 0.0)	(90.0, 2.923792802499258e-05)	(91.0, 2.923792802499258e-05)	(92.0, 2.923792802499258e-05)	(93.0, 2.923792802499258e-05)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 2.923792802499258e-05)	(99.0, 5.847585604998516e-05)	(100.0, 5.847585604998516e-05)
DRR898362_2_paired	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 2.855365188358448e-05)	(12.0, 2.855365188358448e-05)	(13.0, 0.0)	(14.0, 5.710730376716896e-05)	(15.0, 0.00011421460753433792)	(16.0, 0.00011421460753433792)	(17.0, 0.00028553651883584476)	(18.0, 0.0006281803414388585)	(19.0, 0.0010279314678090412)	(20.0, 0.0013705752904120548)	(21.0, 0.0021986311950360046)	(22.0, 0.003911850308051074)	(23.0, 0.005939159591785571)	(24.0, 0.008309112698123082)	(25.0, 0.011821211879803974)	(26.0, 0.016532564440595414)	(27.0, 0.02392796027844379)	(28.0, 0.033579094615095346)	(29.0, 0.04437237502709028)	(30.0, 0.05981990069610948)	(31.0, 0.07886518650246033)	(32.0, 0.10307868329973997)	(33.0, 0.12794891409034204)	(34.0, 0.1501065479520036)	(35.0, 0.18491344959809308)	(36.0, 0.2277724810753534)	(37.0, 0.2740865044305274)	(38.0, 0.3248834511314242)	(39.0, 0.38181943298729165)	(40.0, 0.44886340760994803)	(41.0, 0.5270433064672022)	(42.0, 0.6171871854636785)	(43.0, 0.7201231005040005)	(44.0, 0.842960910907181)	(45.0, 0.9804752983785238)	(46.0, 1.145029994183621)	(47.0, 1.3540141723195758)	(48.0, 1.5896389076629152)	(49.0, 1.8661810261554308)	(50.0, 2.194747898379837)	(51.0, 2.5368777552489465)	(52.0, 2.9224662702848714)	(53.0, 3.3357232739959892)	(54.0, 3.767283168564485)	(55.0, 4.215604056788645)	(56.0, 4.605218636740155)	(57.0, 4.9363267839822)	(58.0, 5.205987472370772)	(59.0, 5.397325493642672)	(60.0, 5.517679136331981)	(61.0, 5.523304205753047)	(62.0, 5.40160854142521)	(63.0, 5.1420272921515435)	(64.0, 4.733253211786148)	(65.0, 4.2673432740017)	(66.0, 3.781988299284531)	(67.0, 3.2828990180113578)	(68.0, 2.7538284022604214)	(69.0, 2.2325243798218195)	(70.0, 1.7556498397140752)	(71.0, 1.3123829478733096)	(72.0, 0.9653989701839911)	(73.0, 0.6998214540147719)	(74.0, 0.4823853949212762)	(75.0, 0.32159978116481197)	(76.0, 0.20678554694091877)	(77.0, 0.12940515033640484)	(78.0, 0.0805784056154754)	(79.0, 0.050054551751923596)	(80.0, 0.03206575106526537)	(81.0, 0.020358753792995732)	(82.0, 0.012392284917475663)	(83.0, 0.0068243228001766895)	(84.0, 0.003911850308051074)	(85.0, 0.002512721365755434)	(86.0, 0.0014276825941792238)	(87.0, 0.0006281803414388585)	(88.0, 0.00045685843013735166)	(89.0, 0.00045685843013735166)	(90.0, 0.00022842921506867583)	(91.0, 0.00017132191130150685)	(92.0, 0.00017132191130150685)	(93.0, 2.855365188358448e-05)	(94.0, 8.566095565075343e-05)	(95.0, 0.00022842921506867583)	(96.0, 0.00019987556318509136)	(97.0, 0.00014276825941792238)	(98.0, 0.00014276825941792238)	(99.0, 0.00014276825941792238)	(100.0, 0.00028553651883584476)
